CVE ID,Framework/Tool,Affected Versions,Type of Attack,Description,Severity Score,Source of CVE,Relevant Phase,Attack Vector,Mitigation,Source of Mitigation,Extracted Version
CVE-2022-35995,tensorflow,< 2.10.0,Denial of Service (DoS),"TensorFlow's AudioSummaryV2 function can trigger a CHECK fail when receiving a sample_rate input with more than one element, leading to a denial of service (DoS). A fix is included in GitHub commit bf6b45244992e2ee543c258e519489659c99fb7f and in TensorFlow 2.10.0.",7.5,NVD,Implementation and Testing,Unknown,"Apply the patch from commit bf6b45244992e2ee543c258e519489659c99fb7f or update to TensorFlow 2.10.0. Input validation for the sample_rate field should be performed to ensure it is a single element before processing. Regular testing of functions handling input parameters will ensure that only valid data types and dimensions are processed, preventing denial of service attacks.","NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.10.0
CVE-2022-35996,tensorflow,< 2.10.0,Denial of Service (DoS),"A division-by-zero error occurs in TensorFlow's Conv2D function when it receives an empty input with valid filter and padding sizes, potentially leading to a denial of service (DoS) attack. A fix is available in GitHub commit 611d80db29dd7b0cfb755772c69d60ae5bca05f9 and included in TensorFlow 2.10.0.",7.5,NVD,Implementation and Testing,Unknown,Upgrade TensorFlow to version 2.10.0 or apply the patch from commit 611d80db29dd7b0cfb755772c69d60ae5bca05f9. Prevent empty tensor inputs by validating the input tensor size for Conv2D. Enforce strict input checking and apply exception handling to manage cases of empty tensors. Perform regular regression testing to ensure that no empty input can cause logic failures in tensor-based operations.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.10.0
CVE-2022-35999,tensorflow,< 2.10.0,Denial of Service (DoS),"TensorFlow's Conv2DBackpropInput function triggers a CHECK fail when receiving empty out_backprop inputs (e.g., [3, 1, 0, 1]), leading to a denial of service (DoS) attack. The issue is fixed in GitHub commit 27a65a43cf763897fecfa5cdb5cc653fc5dd0346 and included in TensorFlow 2.10.0.",7.5,NVD,Implementation and Testing,Unknown,Upgrade to TensorFlow 2.10.0 or apply the patch from commit 27a65a43cf763897fecfa5cdb5cc653fc5dd0346. Input validation should be enforced to ensure that out_backprop inputs are non-empty before processing in Conv2DBackpropInput. Regular unit testing and fuzz testing should be conducted to identify potential failure cases with incorrect input shapes.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.10.0
CVE-2022-36001,tensorflow,< 2.10.0,Denial of Service (DoS),"TensorFlow's DrawBoundingBoxes function fails with a CHECK when receiving an input boxes that is not of dtype float, leading to a denial of service (DoS) attack. A fix is available in GitHub commit da0d65cdc1270038e72157ba35bf74b85d9bda11 and included in TensorFlow 2.10.0.",7.5,NVD,Implementation and Testing,Unknown,Update TensorFlow to version 2.10.0 or apply the patch from commit da0d65cdc1270038e72157ba35bf74b85d9bda11. Enforce input validation for the boxes parameter to ensure it is of the correct data type (float) before processing in DrawBoundingBoxes. Ensure type checking is a regular part of the development pipeline to catch errors before deployment and prevent denial of service attacks caused by invalid data types.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.10.0
CVE-2022-36002,tensorflow,< 2.10.0,Denial of Service (DoS),"TensorFlow's Unbatch function fails with a CHECK when it receives a nonscalar input id, which can lead to a denial of service (DoS). A patch is included in GitHub commit 4419d10d576adefa36b0e0a9425d2569f7c0189f, and the fix is part of TensorFlow 2.10.0.",7.5,NVD,Implementation and Testing,Unknown,Update to TensorFlow 2.10.0 or apply the patch from GitHub commit 4419d10d576adefa36b0e0a9425d2569f7c0189f. Input validation should be enforced to ensure that the input id passed into Unbatch is scalar. Use input validation techniques to ensure that non-scalar inputs are not processed by this function. Perform runtime checks to detect invalid inputs early and avoid processing them.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Developer Testing and Evaluation)",2.10.0
CVE-2022-36005,tensorflow,< 2.10.0,Denial of Service (DoS),"TensorFlow's tf.quantization.fake_quant_with_min_max_vars_gradient fails with a CHECK when receiving nonscalar min or max input, leading to a denial of service (DoS). A fix is included in GitHub commit f3cf67ac5705f4f04721d15e485e192bb319feed and TensorFlow 2.10.0.",7.5,NVD,Implementation and Testing,Unknown,Apply the patch from commit f3cf67ac5705f4f04721d15e485e192bb319feed or update to TensorFlow 2.10.0. Implement input validation for min and max tensors before using them in tf.quantization.fake_quant_with_min_max_vars_gradient. Ensure proper type and shape validation for all input parameters to avoid unexpected behavior or crashes due to malformed inputs.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.10.0
CVE-2022-36012,tensorflow,< 2.10.0,Denial of Service (DoS),"TensorFlow's mlir::tfg::ConvertGenericFunctionToFunctionDef crashes when it receives empty function attributes, leading to a denial of service (DoS). A fix is available in GitHub commit ad069af92392efee1418c48ff561fd3070a03d7b, included in TensorFlow 2.10.0.",7.5,NVD,Implementation and Testing,Unknown,Upgrade to TensorFlow 2.10.0 or apply the patch from commit ad069af92392efee1418c48ff561fd3070a03d7b. Ensure input validation for function attributes to avoid empty inputs being passed into ConvertGenericFunctionToFunctionDef. Testing should be conducted to ensure that input attributes are correctly defined and populated before processing in MLIR operations.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Developer Testing and Evaluation)",2.10.0
CVE-2022-36013,tensorflow,< 2.10.0,Denial of Service (DoS),"TensorFlow's mlir::tfg::GraphDefImporter::ConvertNodeDef crashes when converting NodeDefs without an operation name, resulting in a denial of service (DoS). A patch is available in GitHub commit a0f0b9a21c9270930457095092f558fbad4c03e5 and is included in TensorFlow 2.10.0.",7.5,NVD,Implementation and Testing,Unknown,"Apply the patch from GitHub commit a0f0b9a21c9270930457095092f558fbad4c03e5 or update to TensorFlow 2.10.0. Ensure that all NodeDefs contain valid operation names before conversion. Perform validation checks on all input data to detect and handle malformed or missing parameters, preventing processing of incomplete definitions. Use automated testing to validate NodeDefs with missing attributes.","NIST SP 800-53 Rev. 5, SA-11 (Testing and Evaluation), SI-10 (Input Validation)",2.10.0
CVE-2022-36014,tensorflow,< 2.10.0,Denial of Service (DoS),"TensorFlow's mlir::tfg::TFOp::nameAttr crashes when it receives null type list attributes, leading to a denial of service (DoS). Patches are available in GitHub commits 3a754740d5414e362512ee981eefba41561a63a6 and a0f0b9a21c9270930457095092f558fbad4c03e5, included in TensorFlow 2.10.0.",7.5,NVD,Implementation and Testing,Unknown,Upgrade TensorFlow to version 2.10.0 or apply patches from commits 3a754740d5414e362512ee981eefba41561a63a6 and a0f0b9a21c9270930457095092f558fbad4c03e5. Input validation should be enforced to ensure that attributes for type lists are not null before processing in mlir::tfg::TFOp. Input handling practices should be integrated into the development process to prevent crashes from null or empty attributes.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Developer Testing and Evaluation)",2.10.0
CVE-2022-36015,tensorflow,< 2.10.0,Denial of Service (DoS),"TensorFlow's RangeSize crashes when it receives values that do not fit into an int64_t, resulting in a denial of service (DoS). A fix is available in GitHub commit 37e64539cd29fcfb814c4451152a60f5d107b0f0 and included in TensorFlow 2.10.0.",7.5,NVD,Implementation and Testing,Unknown,Update to TensorFlow 2.10.0 or apply the patch from commit 37e64539cd29fcfb814c4451152a60f5d107b0f0. Ensure validation for values passed to RangeSize to ensure they fit into the expected int64_t format. Regular testing and validation should be performed to ensure that the range values are appropriate and do not cause integer overflows or data type mismatches. Implement boundary checks for inputs to prevent overflows.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.10.0
CVE-2022-36016,tensorflow,< 2.10.0,Denial of Service (DoS),"TensorFlow's tensorflow::full_type::SubstituteFromAttrs fails when receiving a FullTypeDef& t argument that has more or fewer than three arguments, causing a denial of service (DoS). A patch is included in GitHub commit 6104f0d4091c260ce9352f9155f7e9b725eab012 and TensorFlow 2.10.0.",7.5,NVD,Implementation and Testing,Unknown,"Apply the patch from commit 6104f0d4091c260ce9352f9155f7e9b725eab012 or upgrade to TensorFlow 2.10.0. Implement input validation to ensure that FullTypeDef& t contains exactly three arguments. Static analysis and automated testing can help identify discrepancies in argument lengths early, preventing denial of service attacks due to incorrect argument handling.","NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Developer Testing and Evaluation)",2.10.0
CVE-2022-36017,tensorflow,< 2.10.0,Denial of Service (DoS),"TensorFlow's Requantize function segfaults when receiving tensors (input_min, input_max, requested_output_min, requested_output_max) of nonzero rank, resulting in a denial of service (DoS). A fix is included in GitHub commit 785d67a78a1d533759fcd2f5e8d6ef778de849e0 and TensorFlow 2.10.0.",7.5,NVD,Implementation and Testing,Unknown,"Update to TensorFlow 2.10.0 or apply the patch from commit 785d67a78a1d533759fcd2f5e8d6ef778de849e0. Perform validation on input tensors for Requantize to ensure they are of the correct rank and type. Regular validation and regression testing should be conducted to ensure the function operates correctly with the expected tensor ranks, preventing segmentation faults due to invalid inputs.","NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Developer Testing and Evaluation)",2.10.0
CVE-2022-36027,tensorflow,< 2.10.0,Denial of Service (DoS),TensorFlow's converter crashes with a segfault when processing transposed convolutions using per-channel weight quantization. A fix is included in GitHub commit aa0b852a4588cea4d36b74feb05d93055540b450 and is available in TensorFlow 2.10.0.,7.5,NVD,Implementation and Testing,Unknown,Apply the patch from commit aa0b852a4588cea4d36b74feb05d93055540b450 or upgrade to TensorFlow 2.10.0. Input validation and exception handling should be applied to ensure that transposed convolutions with per-channel weight quantization are correctly processed without leading to segmentation faults. Perform regular fuzz testing and unit testing to identify potential failure cases related to invalid weight quantization parameters.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.10.0
CVE-2022-41883,tensorflow,<2.11.0,Denial of Service (DoS),"TensorFlow's ops executor crashes when operations with specified input sizes receive an incorrect number of inputs, leading to a denial of service (DoS). A patch is available in GitHub commit f5381e0e10b5a61344109c1b7c174c68110f7629, included in TensorFlow 2.11.",7.5,NVD,Implementation and Testing,Unknown,"Upgrade to TensorFlow 2.11 or apply the patch from commit f5381e0e10b5a61344109c1b7c174c68110f7629. Validate the number of inputs passed to operations to ensure that they match the expected input size. Regular input validation and regression testing should be performed to detect discrepancies between expected and actual inputs for TensorFlow operations, preventing crashes caused by incorrect input sizes.","NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.11.0
CVE-2022-41880,tensorflow,<2.11.0,Heap Out-of-Bounds Read (DoS),"TensorFlow's BaseCandidateSamplerOp reads out of bounds if true_classes contains a value larger than range_max, leading to a heap out-of-bounds read. A patch is available in GitHub commit b389f5c944cadfdfe599b3f1e4026e036f30d2d4, and is included in TensorFlow 2.11.",9.1,NVD,Implementation and Testing,Unknown,Upgrade to TensorFlow 2.11 or apply the patch from commit b389f5c944cadfdfe599b3f1e4026e036f30d2d4. Input validation should be applied to ensure that true_classes values do not exceed range_max. Runtime checks and static analysis can help to prevent out-of-bounds errors during execution. Test cases covering boundary conditions should be regularly updated to avoid such vulnerabilities.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.11.0
CVE-2022-41885,tensorflow,<2.11.0,Buffer Overflow (DoS),TensorFlow's tf.raw_ops.FusedResizeAndPadConv2D causes an overflow when processing large tensor shapes. A fix is available in GitHub commit d66e1d568275e6a2947de97dca7a102a211e01ce and is part of TensorFlow 2.11.,7.5,NVD,Implementation and Testing,Unknown,Upgrade TensorFlow to version 2.11 or apply the patch from commit d66e1d568275e6a2947de97dca7a102a211e01ce. Input validation should be applied to detect and reject abnormally large tensor shapes. Buffer size should be checked during runtime to prevent overflows. Testing against large input values and performing fuzz testing to detect buffer-related vulnerabilities should be part of regular testing procedures.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Developer Testing and Evaluation)",2.11.0
CVE-2022-41886,tensorflow,<2.11.0,Buffer Overflow (DoS),TensorFlow's tf.raw_ops.ImageProjectiveTransformV2 overflows when handling large output shapes. A patch is available in GitHub commit 8faa6ea692985dbe6ce10e1a3168e0bd60a723ba and included in TensorFlow 2.11.,7.5,NVD,Implementation and Testing,Unknown,"Apply the patch from commit 8faa6ea692985dbe6ce10e1a3168e0bd60a723ba or update to TensorFlow 2.11. Implement validation for output shapes to ensure they do not exceed the maximum allowed dimensions. Buffer size checks should be enforced during processing to prevent overflows. Input size constraints should be thoroughly tested, and fuzz testing should be conducted to identify potential issues with large output dimensions.","NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.11.0
CVE-2022-41887,tensorflow,<2.11.0,Integer Overflow (DoS),TensorFlow's tf.keras.losses.poisson can crash due to a size mismatch during broadcast assignment if dimensions overflow an int32. The issue is patched in GitHub commit c5b30379ba87cbe774b08ac50c1f6d36df4ebb7c and is included in TensorFlow 2.11.,7.5,NVD,Implementation and Testing,Unknown,Upgrade to TensorFlow 2.11 or apply the patch from commit c5b30379ba87cbe774b08ac50c1f6d36df4ebb7c. Implement dimension validation to ensure that inputs processed by tf.keras.losses.poisson do not exceed the maximum size for int32 operations. Fuzz testing and boundary condition testing should be part of the regular validation process to detect and mitigate integer overflow vulnerabilities in tensor operations.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Developer Testing and Evaluation)",2.11.0
CVE-2022-41888,tensorflow,<2.11.0,Input Validation (DoS),"TensorFlow's tf.image.generate_bounding_box_proposals does not validate that the scores input is of rank 4, causing crashes when run on GPU. A fix is available in GitHub commit cf35502463a88ca7185a99daa7031df60b3c1c98 and included in TensorFlow 2.11.",7.5,NVD,Implementation and Testing,Unknown,"Apply the patch from commit cf35502463a88ca7185a99daa7031df60b3c1c98 or update to TensorFlow 2.11. Input validation should be enforced to ensure that scores inputs passed to tf.image.generate_bounding_box_proposals are of the expected rank and type. Regular testing should be conducted to validate the shape and rank of all input tensors, particularly when running on GPU. Implement automated tests for rank checking.","NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.11.0
CVE-2022-41889,tensorflow,<2.11.0,NULL Pointer Dereference (DoS),"TensorFlow's tf.compat.v1.extract_volume_patches fails to parse quantized tensors and returns a nullptr, leading to a potential crash. A fix is available in GitHub commit e9e95553e5411834d215e6770c81a83a3d0866ce and included in TensorFlow 2.11.",7.5,NVD,Implementation and Testing,Unknown,"Upgrade to TensorFlow 2.11 or apply the patch from commit e9e95553e5411834d215e6770c81a83a3d0866ce. Proper validation should be implemented for quantized tensors passed to tf.compat.v1.extract_volume_patches. Input handling should ensure that invalid tensor types are caught before processing, preventing dereferencing of null pointers. Unit tests should be conducted for different input tensor types to validate parsing logic.","NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.11.0
CVE-2022-41891,tensorflow,<2.11.0,Denial of Service (DoS),"TensorFlow's tf.raw_ops.TensorListConcat crashes with a segmentation fault when given an empty element_shape, leading to denial of service. A patch is available in GitHub commit fc33f3dc4c14051a83eec6535b608abe1d355fde and is part of TensorFlow 2.11.",7.5,NVD,Implementation and Testing,Unknown,Update TensorFlow to version 2.11 or apply the patch from commit fc33f3dc4c14051a83eec6535b608abe1d355fde. Input validation should ensure that element_shape is not empty when passed to tf.raw_ops.TensorListConcat. Fuzz testing and boundary condition tests should be part of regular testing to detect invalid input conditions and ensure the function operates within safe limits. Implement exception handling for invalid inputs.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.11.0
CVE-2022-41893,tensorflow,<2.11.0,Denial of Service (DoS),"TensorFlow's tf.raw_ops.TensorListResize causes a CHECK failure when given a nonscalar size, which can be used to trigger a denial of service attack. A fix is available in GitHub commit 888e34b49009a4e734c27ab0c43b0b5102682c56 and included in TensorFlow 2.11.",7.5,NVD,Implementation and Testing,Unknown,Apply the patch from commit 888e34b49009a4e734c27ab0c43b0b5102682c56 or update to TensorFlow 2.11. Input validation should ensure that the size parameter passed to tf.raw_ops.TensorListResize is a scalar. Regular input validation and testing should be conducted to detect invalid input types and prevent unexpected failures. Automated test suites should include checks for scalar and non-scalar input values.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.11.0
CVE-2022-41894,tensorflow,<2.11.0,Buffer Overflow,"TensorFlow Lite's CONV_3D_TRANSPOSE operator increments the wrong pointer when adding the bias, causing a buffer overflow. A fix is available in GitHub commit 72c0bdcb25305b0b36842d746cc61d72658d2941 and included in TensorFlow 2.11.",8.1,NVD,Implementation and Testing,Unknown,"Upgrade to TensorFlow 2.11 or apply the patch from commit 72c0bdcb25305b0b36842d746cc61d72658d2941. Validate buffer operations in CONV_3D_TRANSPOSE to prevent overflow. Ensure that pointer arithmetic is correctly handled for bias addition. Perform unit tests and fuzz tests to validate correct behavior during 3D convolution operations, with specific attention to input-output channel size consistency.","NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.11.0
CVE-2022-41895,tensorflow,<2.11.0,Heap Out-of-Bounds Error (DoS),TensorFlow's MirrorPadGrad gives a heap out-of-bounds error when given oversized padding inputs. The issue is patched in GitHub commit 717ca98d8c3bba348ff62281fdf38dcb5ea1ec92 and included in TensorFlow 2.11.,7.5,NVD,Implementation and Testing,Unknown,"Apply the patch from commit 717ca98d8c3bba348ff62281fdf38dcb5ea1ec92 or upgrade to TensorFlow 2.11. Input validation should ensure that padding values are within the allowed size limits. Boundary checks should be applied to all padding operations to prevent heap overflows. Regular tests and fuzz testing should be conducted to detect oversized padding inputs, ensuring that the function operates within safe limits.","NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.11.0
CVE-2022-41897,tensorflow,<2.11.0,Denial of Service (DoS),TensorFlow's FractionMaxPoolGrad crashes when given outsize inputs row_pooling_sequence and col_pooling_sequence. A patch is available in GitHub commit d71090c3e5ca325bdf4b02eb236cfb3ee823e927 and included in TensorFlow 2.11.,7.5,NVD,Implementation and Testing,Unknown,Apply the patch from commit d71090c3e5ca325bdf4b02eb236cfb3ee823e927 or upgrade to TensorFlow 2.11. Input validation should ensure that pooling sequences are within expected size ranges. Ensure buffer size checks are applied to prevent outsize values from causing crashes. Regular testing should include boundary condition tests and fuzz testing for validation.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.11.0
CVE-2022-41898,tensorflow,<2.11.0,Denial of Service (DoS),TensorFlow's SparseFillEmptyRowsGrad crashes when given empty inputs. A patch is available in GitHub commit af4a6a3c8b95022c351edae94560acc61253a1b8 and included in TensorFlow 2.11.,7.5,NVD,Implementation and Testing,Unknown,"Upgrade TensorFlow to version 2.11 or apply the patch from commit af4a6a3c8b95022c351edae94560acc61253a1b8. Input validation should ensure that non-empty inputs are passed to SparseFillEmptyRowsGrad. Regular testing, including boundary tests and fuzz testing, should be performed to ensure that empty or invalid inputs are caught before processing.","NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.11.0
CVE-2022-41900,tensorflow,< 2.11.0,Remote Code Execution (RCE),TensorFlow's FractionalMax(AVG)Pool can lead to a crash or remote code execution when illegal pooling_ratio values are used. The issue is patched in GitHub commit 216525144ee7c910296f5b05d214ca1327c9ce48 and included in TensorFlow 2.11.0.,9.8,NVD,Implementation and Testing,User Input / API Execution,Apply the patch from commit 216525144ee7c910296f5b05d214ca1327c9ce48 or upgrade to TensorFlow 2.11. Input validation must ensure that the pooling_ratio is within the allowed range. Implement runtime checks to prevent illegal values from being used. Regular boundary tests and fuzz testing should be conducted to catch edge cases and ensure memory safety during operations.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.11.0
CVE-2022-41901,tensorflow,<2.11.0,Denial of Service (DoS),"TensorFlow's tf.raw_ops.SparseMatrixNNZ crashes when given non-matrix inputs, leading to a denial of service. A patch is available in GitHub commit f856d02e5322821aad155dad9b3acab1e9f5d693 and included in TensorFlow 2.11.",7.5,NVD,Implementation and Testing,Unknown,Apply the patch from commit f856d02e5322821aad155dad9b3acab1e9f5d693 or upgrade to TensorFlow 2.11. Input validation should ensure that sparse_matrix is a valid matrix before it is processed. Ensure matrix shapes are validated at runtime and in unit tests. Boundary condition testing and fuzz testing should be used to verify that invalid inputs are handled safely.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.11.0
CVE-2022-41911,tensorflow,< 2.11.0,Undefined Behavior/DoS,TensorFlow may crash when converting char to bool if the char is not 0 or 1 due to undefined behavior. The issue is patched in GitHub commit 1be74370327 and included in TensorFlow 2.11.0.,7.5,NVD,Implementation and Testing,Unknown,"Apply the patch from commit 1be74370327 or upgrade to TensorFlow 2.11. Implement proper type validation and sanitization to prevent undefined conversions from char to bool. Regular testing should be conducted to validate type conversions, particularly in functions that handle low-level data representations. Utilize fuzz testing to catch undefined behavior early in the development cycle.","NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.11.0
CVE-2022-41902,tensorflow,< 2.11.0,Out-of-Bounds Read (DoS),TensorFlow's MakeGrapplerFunctionItem causes an out-of-bounds read or crash when given invalid input sizes. The issue is patched in GitHub commit a65411a1d69edfb16b25907ffb8f73556ce36bb7 and included in TensorFlow 2.11.0.,9.1,NVD,Implementation and Testing,Unknown,Apply the patch from commit a65411a1d69edfb16b25907ffb8f73556ce36bb7 or upgrade to TensorFlow 2.11. Input validation should be applied to prevent input sizes from exceeding the expected bounds. Ensure input-output size consistency is maintained during the execution of functions. Regular testing and runtime validation should be applied to prevent out-of-bounds errors and ensure safe memory access.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.11.0
CVE-2023-25658,tensorflow,< 2.12.0,Out-of-Bounds Read (DoS),TensorFlow's GRUBlockCellGrad suffers from an out-of-bounds read. The issue is patched in TensorFlow 2.11.1 and 2.12.0.,7.5,NVD,Implementation and Testing,Unknown,Upgrade TensorFlow to version 2.11.1 or 2.12.0. Implement validation for the GRUBlockCellGrad inputs to ensure they do not exceed buffer limits. Regular boundary testing and static analysis can help to detect potential out-of-bounds issues during runtime. Ensure automated test cases cover edge cases related to tensor sizes.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.12.0
CVE-2023-25659,tensorflow,< 2.12.0,Stack Buffer Overflow (DoS),TensorFlow's DynamicStitch can cause a stack out-of-bounds read if indices do not match the shape of data. A patch is available in TensorFlow versions 2.11.1 and 2.12.0.,7.5,NVD,Implementation and Testing,Unknown,"Apply the patch from TensorFlow 2.11.1 or upgrade to version 2.12.0. Input validation should be applied to ensure that indices match the shape of the data parameter. Regular testing should be conducted to catch shape mismatches early, and boundary condition testing should be part of the development process to prevent such vulnerabilities.","NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.12.0
CVE-2023-25660,tensorflow,< 2.12.0,Segmentation Fault (DoS),"TensorFlow's tf.raw_ops.Print causes a segmentation fault if the summarize parameter is zero, leading to a null reference. A fix is included in TensorFlow 2.11.1 and 2.12.0.",7.5,NVD,Implementation and Testing,Unknown,Upgrade to TensorFlow 2.11.1 or 2.12.0. Proper input validation should ensure that the summarize parameter is non-zero before being passed to tf.raw_ops.Print. Regular fuzz testing and boundary condition testing should be conducted to ensure that edge cases like null references and segmentation faults are caught during development.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.12.0
CVE-2023-25662,tensorflow,< 2.12.0,Integer Overflow (DoS),TensorFlow's EditDistance suffers from an integer overflow. A fix is included in TensorFlow 2.11.1 and 2.12.0.,7.5,NVD,Implementation and Testing,Unknown,"Upgrade TensorFlow to version 2.11.1 or 2.12.0. Implement proper checks for integer overflows during operations. Regular static analysis should be used to detect potential overflow conditions. Input sanitization must be applied to ensure that all integer operations are performed within safe bounds, and testing should include fuzzing with large values to identify potential overflow issues.","NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.12.0
CVE-2023-25663,tensorflow,< 2.11.1,Null Pointer Dereference (DoS),"TensorFlow's ctx->step_containter() can cause a null pointer dereference in the Lookup function, leading to a crash. This is fixed in TensorFlow 2.12.0 and 2.11.1.",7.5,NVD,Implementation and Testing,Unknown,Upgrade TensorFlow to version 2.12.0 or 2.11.1. Validate input steps and ensure all container pointers are properly initialized before accessing the Lookup function. Regular static analysis and runtime validation should be implemented to detect potential null pointers before function execution.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.11.1
CVE-2023-25664,tensorflow,< 2.11.1,Heap Buffer Overflow,"TensorFlow's TAvgPoolGrad has a heap buffer overflow vulnerability, which is fixed in TensorFlow 2.12.0 and 2.11.1.",9.8,NVD,Implementation and Testing,Unknown,"Upgrade TensorFlow to version 2.12.0 or 2.11.1. Implement strict input validation to ensure that all buffers and memory accesses are within bounds. Utilize memory-safe programming practices, and perform boundary condition testing and static analysis to detect potential heap overflows.","NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.11.1
CVE-2023-25665,tensorflow,< 2.11.1,Null Pointer Dereference (DoS),TensorFlow's SparseSparseMaximum may cause a null pointer error when given invalid sparse tensors. The issue is fixed in TensorFlow 2.12.0 and 2.11.1.,7.5,NVD,Implementation and Testing,Unknown,"Apply the patch from TensorFlow 2.12.0 or upgrade to version 2.11.1. Validate sparse tensor inputs to ensure they are non-null and well-formed. Regular testing should include fuzzing and static analysis to detect null pointers early in the development process, ensuring memory safety throughout execution.","NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.11.1
CVE-2023-25666,tensorflow,< 2.11.1,Floating Point Exception,"TensorFlow's AudioSpectrogram is vulnerable to a floating point exception, which is fixed in TensorFlow 2.12.0 and 2.11.1.",7.5,NVD,Implementation and Testing,Unknown,Upgrade to TensorFlow 2.12.0 or 2.11.1. Perform validation on input values to prevent invalid floating-point operations. Regularly run fuzz tests and edge case validation to ensure that invalid values do not lead to crashes or floating-point exceptions during execution.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.11.1
CVE-2023-25669,tensorflow,< 2.11.1,Floating Point Exception,TensorFlow's tf.raw_ops.AvgPoolGrad may throw a floating point exception when given non-positive stride and window sizes. A fix is available in TensorFlow 2.12.0 and 2.11.1.,7.5,NVD,Implementation and Testing,Unknown,Upgrade TensorFlow to version 2.12.0 or 2.11.1. Input sanitization should be performed to ensure that stride and window sizes are positive before use. Regular testing should include boundary and fuzz testing to catch any potential floating point exceptions.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.11.1
CVE-2023-25670,tensorflow,< 2.11.1,Null Pointer Dereference (DoS),"TensorFlow's QuantizedMatMulWithBiasAndDequantize may encounter a null pointer dereference error with MKL enabled, which is fixed in TensorFlow 2.12.0 and 2.11.1.",7.5,NVD,Implementation and Testing,Unknown,"Apply the fix from TensorFlow 2.12.0 or upgrade to version 2.11.1. Input validation should ensure non-null values for parameters in QuantizedMatMulWithBiasAndDequantize. Automated testing for null pointer dereference should be part of the validation process, along with regular fuzz testing.","NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.11.1
